,App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver
174,Android P | Xperia™ Theme 4800 icons,PERSONALIZATION,4.6,29.0,39000.0K,100.0,Paid,1.99,Everyone,Personalization,May 16 2018,1.0.0,6.0 and up
175,[Sub/EMUI] P Pro - EMUI 8.1/8.0/5.X Theme,PERSONALIZATION,4.0,13.0,19000.0K,100.0,Paid,0.99,Everyone,Personalization,July 20 2018,H7SubTV0.1_TV0.4,7.0 and up
176,Theme Android P Design for LG V30,PERSONALIZATION,4.2,35.0,5200.0K,500.0,Paid,1.49,Everyone,Personalization,April 26 2018,1.33,7.0 and up
177,Theme Android P for LG G7 & V35,PERSONALIZATION,4.6,5.0,4500.0K,100.0,Paid,1.49,Everyone,Personalization,July 7 2018,1.1,8.0 and up
178,Volume Slider Like Android P Volume Control,TOOLS,4.1,1129.0,1700.0K,10000.0,Paid,0.99,Everyone,Tools,June 30 2018,1.28,4.1 and up
179,Theme Android P Black design for LG V30,PERSONALIZATION,4.4,8.0,6200.0K,100.0,Paid,1.49,Everyone,Personalization,April 6 2018,1.1,7.0 and up
180,Theme Android P Black for LG G7 & V35,PERSONALIZATION,4.6,5.0,4300.0K,100.0,Paid,1.49,Everyone,Personalization,July 31 2018,1.3,7.0 and up
181,Pixel Oreo/P Dark White AMOLED UI - Icon Pack,PERSONALIZATION,4.8,18.0,16000.0K,5000.0,Paid,1.49,Everyone,Personalization,June 21 2018,5.1,4.0.3 and up
182,pretty Easy privacy p≡p,COMMUNICATION,3.7,21.0,20000.0K,500.0,Paid,0.99,Everyone,Communication,July 30 2018,1.0.100rc1.withoutKeysync,5.0 and up
183,Q Alerts: QAnon Drop Notifications Research ,NEWS_AND_MAGAZINES,4.7,143.0,26000.0K,5000.0,Paid,0.99,Mature 17,News & Magazines,July 26 2018,4.1.10,4.1 and up
184,Q Avatar Pro,FAMILY,4.8,4.0,3600.0K,100.0,Paid,1.49,Teen,Entertainment,March 4 2017,1.3.5,2.3 and up
185,Q-slope,TOOLS,4.5,2.0,3900.0K,50.0,Paid,1.76,Everyone,Tools,December 3 2017,5.0,4.3 and up
186,R Instructor,FAMILY,4.1,135.0,4900.0K,1000.0,Paid,4.84,Everyone,Education,February 21 2014,2.03,3.0 and up
187,R-TYPE II,GAME,4.3,5682.0,37000.0K,50000.0,Paid,1.99,Everyone,Arcade,March 2 2017,1.1.5,2.3.3 and up
188,R-TYPE,GAME,4.5,7687.0,23000.0K,100000.0,Paid,1.99,Everyone,Arcade,February 27 2017,2.3.1,2.3.3 and up
189,Day R Premium,FAMILY,4.8,51068.0,57000.0K,100000.0,Paid,4.99,Teen,Role Playing,June 21 2018,1.574,4.0.3 and up
190,Elemental Knights R Platinum,FAMILY,3.8,2925.0,93000.0K,50000.0,Paid,4.77,Teen,Role Playing,August 1 2018,6.2.1,4.1 and up
191,Neon-R (Red),PERSONALIZATION,4.7,25.0,41000.0K,100.0,Paid,0.99,Everyone,Personalization,March 12 2015,1.0,4.0.3 and up
192,S Launcher Pro for Galaxy,PERSONALIZATION,4.1,47.0,26k,1000.0,Paid,4.99,Everyone,Personalization,February 12 2016,1.0,4.1 and up
193,PitchBlack S - Samsung Substratum Theme “For Oreo”,PERSONALIZATION,4.5,90.0,37000.0K,1000.0,Paid,1.99,Everyone,Personalization,August 4 2018,12.6,7.0 and up
194,Shopping List S PRO,SHOPPING,4.8,14.0,2700.0K,100.0,Paid,2.49,Everyone,Shopping,May 16 2018,2.10,4.1 and up
195,I Can't Wake Up!,TOOLS,4.7,963.0,3700.0K,10000.0,Paid,2.99,Everyone,Tools,May 25 2018,3.4.0,4.0 and up
196,Don't Starve: Pocket Edition,GAME,4.4,17988.0,7900.0K,100000.0,Paid,4.99,Teen,Adventure,July 25 2018,1.06,5.0 and up
197,Please Don't Touch Anything,FAMILY,4.4,1771.0,46000.0K,10000.0,Paid,4.99,Teen,Puzzle,April 20 2016,1.1.0,2.3 and up
198,Please Don't Touch Anything 3D,FAMILY,4.2,146.0,20000.0K,5000.0,Paid,5.99,Teen,Puzzle,December 7 2016,1.1,4.4 and up
199,Don't Starve: Shipwrecked,GAME,4.1,1468.0,4900.0K,10000.0,Paid,4.99,Teen,Adventure,July 10 2018,0.16,5.0 and up
200,Ludo - Don't get angry,GAME,4.2,131.0,23000.0K,1000.0,Paid,1.61,Everyone,Board,February 24 2016,1.6.3,2.3.3 and up
201,Jurassic Life: T Rex Simulator,FAMILY,4.2,1088.0,35000.0K,10000.0,Paid,0.99,Everyone 10,Simulation,August 19 2014,1.2,2.0.1 and up
202,Kicker U,LIFESTYLE,4.1,124.0,37000.0K,5000.0,Paid,3.99,Everyone,Lifestyle,June 13 2018,3.04,4.0.3 and up
203,FINAL FANTASY V,FAMILY,4.5,15924.0,4200.0K,100000.0,Paid,7.99,Teen,Role Playing,March 15 2017,1.2.1,4.0 and up
204,Mental Hospital V,GAME,4.2,2460.0,25000.0K,50000.0,Paid,0.99,Mature 17,Action,November 19 2016,1.04,4.2 and up
205,DRAGON QUEST V,FAMILY,4.7,1667.0,17000.0K,10000.0,Paid,14.99,Teen,Role Playing,August 1 2018,1.0.3,2.3 and up
206,W Pro - Weather Forecast & Animated Weather Maps,WEATHER,3.8,11.0,2900.0K,500.0,Paid,1.99,Everyone,Weather,April 23 2018,1.0,4.1 and up
207,W-History Standalone,SOCIAL,3.2,38.0,1500.0K,1000.0,Paid,0.99,Everyone,Social,March 9 2018,1.935,7.0 and up
208,weather HD,PERSONALIZATION,4.0,1546.0,4500.0K,10000.0,Paid,1.99,Everyone,Personalization,February 26 2014,3.1,2.1 and up
209,X Launcher Pro: PhoneX Theme OS11 Control Center,ART_AND_DESIGN,4.7,801.0,3500.0K,5000.0,Paid,1.99,Everyone,Art & Design,July 30 2018,2.1.2,4.1 and up
210,X Launcher Pro - IOS Style Theme & Control Center,ART_AND_DESIGN,4.8,1216.0,8600.0K,10000.0,Paid,1.99,Everyone,Art & Design,June 26 2018,1.0.0,4.1 and up
211,X Launcher Prime: With OS Style Theme & No Ads,ART_AND_DESIGN,4.7,149.0,3500.0K,1000.0,Paid,1.99,Everyone,Art & Design,July 30 2018,1.2.2,4.1 and up
212,Light X - Icon Pack,PERSONALIZATION,4.6,252.0,24000.0K,10000.0,Paid,0.99,Everyone,Personalization,June 13 2018,1.6.1,4.1 and up
213,X-Plane to GPS,TOOLS,4.2,161.0,1200.0K,5000.0,Paid,0.99,Everyone,Tools,March 4 2018,1.62,4.4 and up
214,X Back - Icon Pack,PERSONALIZATION,4.5,56.0,26000.0K,10000.0,Paid,0.99,Everyone,Personalization,June 29 2018,1.6.2,4.1 and up
215,Decibel X PRO - Sound Meter dBA Noise Detector,TOOLS,4.3,60.0,6900.0K,1000.0,Paid,3.99,Everyone,Tools,July 11 2018,4.4.1,4.1 and up
216,X Construction,FAMILY,4.5,18612.0,8500.0K,100000.0,Paid,1.49,Everyone,Puzzle,July 28 2015,1.57,2.3 and up
217,X Home Bar - Home Bar Gesture Pro,TOOLS,4.0,88.0,2000.0K,10000.0,Paid,1.99,Everyone,Tools,July 2 2018,1.5,4.3 and up
218,Z Origins - (Z The Game),FAMILY,4.6,4421.0,37000.0K,50000.0,Paid,2.99,Teen,Strategy,November 5 2014,1.77,2.2 and up
219,Space Z 🌏 🚀Icon Pack Theme,PERSONALIZATION,4.8,201.0,68000.0K,1000.0,Paid,1.49,Everyone,Personalization,August 4 2018,1.2.7,4.0.3 and up
220,Zombie Avengers:(Dreamsky)Stickman War Z,GAME,4.3,13604.0,96000.0K,1000000.0,Paid,0.99,Teen,Action,June 26 2018,2.4.4,2.3 and up
221,Math games for kids : times tables training,FAMILY,4.5,630.0,8300.0K,10000.0,Paid,1.59,Everyone,Educational;Education,July 27 2018,3.9.3,4.0.3 and up
222,Assassin's Creed Identity,GAME,3.7,42529.0,92000.0K,500000.0,Paid,1.99,Teen,Action,November 23 2016,2.8.2,4.1 and up
223,Pocket AC,PHOTOGRAPHY,4.8,130.0,4400.0K,1000.0,Paid,9.99,Everyone,Photography,June 27 2018,3.1.1,4.1 and up
224,cronometer (ad free),HEALTH_AND_FITNESS,3.9,1075.0,8300.0K,50000.0,Paid,2.99,Everyone,Health & Fitness,July 13 2018,2.1.2,4.4 and up
225,MyRadar NOAA Weather Radar Ad Free,WEATHER,4.5,3005.0,26000.0K,10000.0,Paid,2.99,Everyone,Weather,August 4 2018,7.1.4,4.0.3 and up
226,FVD Ad-Free,TOOLS,4.4,1774.0,4100.0K,10000.0,Paid,1.99,Everyone,Tools,October 5 2017,4.4.3,3.0 and up
227,Weather & Radar Pro - Ad-Free,WEATHER,4.5,25243.0,26000.0K,100000.0,Paid,2.99,Everyone,Weather,August 1 2018,4.34.0,4.4 and up
228,ONScripter Plus (Ad Free),GAME,4.5,100.0,17000.0K,1000.0,Paid,3.99,Everyone,Adventure,April 7 2016,1.2.4,4.1 and up
229,Vpn Hosts (ad blocker & no root & support ipv6 ),TOOLS,4.4,319.0,1100.0K,10000.0,Paid,2.99,Everyone,Tools,July 3 2018,2.0.1,4.4 and up
230,WhatsFake Pro (Ad free),SOCIAL,4.2,204.0,9400.0K,5000.0,Paid,0.99,Everyone,Social,September 25 2017,1.4,4.1 and up
231,Ad Removal: thereisonlywe,PRODUCTIVITY,3.4,16.0,293k,100.0,Paid,6.49,Everyone,Productivity,May 3 2014,1.0,2.2 and up
232,Ad Remove Plugin for App2SD,PRODUCTIVITY,4.1,66.0,17k,1000.0,Paid,1.29,Everyone,Productivity,September 25 2013,1.0.0,2.2 and up
233,RAM Cleanup Ad-Free Option,TOOLS,4.4,457.0,1100.0K,10000.0,Paid,2.99,Everyone,Tools,July 26 2016,3.0,4.1 and up
234,Mupen64Plus AE (N64 Emulator),GAME,4.2,4569.0,12000.0K,100000.0,Paid,0.99,Everyone,Arcade,January 19 2014,2.4.4,2.0 and up
235,NewTek NDI,PHOTOGRAPHY,3.5,77.0,1200.0K,1000.0,Paid,19.99,Everyone,Photography,October 26 2016,1.1,4.1 and up
236,Gunship III Vietnam People AF,FAMILY,4.3,726.0,19000.0K,5000.0,Paid,4.99,Everyone,Simulation,December 9 2016,3.8.4,2.3.3 and up
237,AG Contacts Premium edition,COMMUNICATION,4.5,88.0,3700.0K,500.0,Paid,4.99,Everyone,Communication,May 18 2018,8.05.18.14250,4.0.3 and up
238,AG Subway Simulator Mobile,FAMILY,4.5,623.0,47000.0K,5000.0,Paid,0.99,Everyone,Simulation,June 2 2018,1.3.0.6,4.1 and up
239,AH Alarm Panel,TOOLS,3.9,7.0,81k,100.0,Paid,4.99,Everyone,Tools,May 12 2011,1.2.0,1.5 and up
240,The Artificial Intelligence Project (A.I. Chat),FAMILY,3.0,76.0,39000.0K,5000.0,Paid,1.99,Everyone,Simulation,March 29 2018,1.2,2.3 and up
241,AI Draw | Art Filter for Selfie,PHOTOGRAPHY,3.0,20.0,4300.0K,1000.0,Paid,2.99,Everyone,Photography,June 18 2018,1.4.7,5.0 and up
242,Age of AI: War Strategy,FAMILY,4.6,71.0,5700.0K,500.0,Paid,2.49,Everyone,Strategy,March 14 2018,1.8,4.0 and up
243,AJ Jump: Animal Jam Kangaroos!,GAME,4.4,2975.0,42000.0K,50000.0,Paid,1.99,Everyone,Arcade,March 7 2016,1.6,4.0 and up
244,Watch Face Swiss AJ-6,PERSONALIZATION,4.1,21.0,3600.0K,100.0,Paid,0.99,Everyone,Personalization,September 20 2017,1.35,4.3 and up
245,AJ Gray Icon Pack,PERSONALIZATION,4.8,5.0,35000.0K,50.0,Paid,0.99,Everyone,Personalization,April 22 2018,1.1,4.1 and up
246,Al'Quran Bahasa Indonesia PRO,BOOKS_AND_REFERENCE,4.7,1340.0,11000.0K,10000.0,Paid,4.49,Everyone,Books & Reference,May 16 2018,4.0.5,2.2 and up
247,I am Rich Person,LIFESTYLE,4.2,134.0,1800.0K,1000.0,Paid,37.99,Everyone,Lifestyle,July 18 2017,1.0,4.0.3 and up
248,I am Rich Premium Plus,FINANCE,4.6,459.0,2000.0K,10000.0,Paid,18.99,Everyone,Finance,February 17 2018,1.1,4.0.3 and up
249,I am Bread,GAME,4.0,630.0,20000.0K,10000.0,Paid,4.99,Everyone,Adventure,October 26 2016,1.6.1,4.4 and up
250,I am Millionaire - Richest guy in the town,LIFESTYLE,3.6,126.0,1400.0K,5000.0,Paid,2.49,Everyone,Lifestyle,June 22 2018,8.0,4.1 and up
251,The Hunt for the Lost Treasure,FAMILY,4.6,7148.0,8100.0K,100000.0,Paid,2.99,Everyone,Adventure;Brain Games,September 13 2017,1.8,4.0.3 and up
252,Attack the Light,FAMILY,4.7,19209.0,21000.0K,100000.0,Paid,2.99,Everyone,Role Playing;Action & Adventure,February 23 2016,1.1.4,4.0 and up
253,AP Government Review,FAMILY,4.7,3.0,1500.0K,1000.0,Paid,2.99,Everyone,Education,March 14 2017,1.1,4.0.3 and up
254,apwifi testingiperfpingandroidBluetoothtcp,TOOLS,4.7,3.0,5300.0K,10.0,Paid,2.99,Everyone,Tools,May 27 2018,1.0.15,4.4 and up
255,500 AP World History Questions,FAMILY,4.7,7.0,1200.0K,100.0,Paid,9.99,Everyone,Education,November 1 2013,1.2,1.6 and up
256,AP Themes for Kustom/KLWP,PERSONALIZATION,3.6,5.0,45000.0K,500.0,Paid,1.49,Everyone,Personalization,September 1 2017,1.8.2,4.4 and up
257,iScore5 AP Psych,FAMILY,2.9,10.0,73000.0K,100.0,Paid,4.99,Everyone,Educational,April 25 2017,2.0,4.0.3 and up
258,True Skate,SPORTS,4.4,129409.0,73000.0K,1000000.0,Paid,1.99,Everyone,Sports,August 4 2018,1.5.1,4.0.3 and up
259,Nightenfell: Shared AR,GAME,4.5,20.0,65000.0K,1000.0,Paid,0.99,Everyone 10,Action,March 27 2018,1.0.0,7.0 and up
260,Sleep as Android Unlock,LIFESTYLE,4.5,23966.0,872k,1000000.0,Paid,5.99,Everyone,Lifestyle,June 27 2018,20180608.0,4.0 and up
261,Lullaby Add-on for Sleep as Android,HEALTH_AND_FITNESS,3.9,2057.0,6200.0K,50000.0,Paid,1.99,Everyone,Health & Fitness,October 18 2017,2.4,4.0 and up
262,Five Nights at Freddy's 2,FAMILY,4.6,73919.0,40000.0K,500000.0,Paid,2.99,Teen,Strategy,November 15 2014,1.07,2.3 and up
263,Five Nights at Freddy's,GAME,4.6,100805.0,50000.0K,1000000.0,Paid,2.99,Teen,Action,December 2 2014,1.85,2.3 and up
264,Five Nights at Freddy's: SL,GAME,4.5,16162.0,99000.0K,100000.0,Paid,2.99,Teen,Action,April 6 2017,1.2,2.3 and up
265,Five Nights at Freddy's 4,GAME,4.6,21266.0,45000.0K,100000.0,Paid,2.99,Teen,Action,July 26 2015,1.1,2.3 and up
266,Five Nights at Freddy's 3,GAME,4.7,27856.0,50000.0K,100000.0,Paid,2.99,Teen,Action,April 2 2015,1.07,2.3 and up
267,BringGo AU & NZ,MAPS_AND_NAVIGATION,2.8,440.0,23000.0K,10000.0,Paid,0.99,Everyone,Maps & Navigation,May 10 2018,2.5.9,2.3.3 and up
268,Ai-Ball AV Recorder,PHOTOGRAPHY,2.7,90.0,4000.0K,5000.0,Paid,2.99,Everyone,Photography,October 19 2017,13.0,2.3.3 and up
269,Analog Clock AW-7 PRO,TOOLS,3.3,40.0,2700.0K,1000.0,Paid,1.99,Everyone,Tools,March 7 2018,2.0,4.3 and up
270,F05WatchFace for Android Wear,PRODUCTIVITY,3.9,127.0,5900.0K,1000.0,Paid,0.99,Everyone,Productivity,December 24 2017,7.0.1,4.3 and up
271,Greater London A-Z 2016,TRAVEL_AND_LOCAL,3.7,40.0,9000.0K,1000.0,Paid,8.49,Everyone,Travel & Local,August 18 2016,1.0.1,4.1 and up
272,Ba Financial Calculator plus,FINANCE,4.4,31.0,206k,1000.0,Paid,3.99,Everyone,Finance,July 15 2018,2.9.1,2.1 and up
273,Financial Calculator BA Chien.,FINANCE,4.2,23.0,954k,500.0,Paid,3.99,Everyone,Finance,December 14 2016,1.9.10,3.0 and up
274,BA Pro Financial Calculator,FINANCE,2.4,36.0,9400.0K,1000.0,Paid,1.99,Everyone,Finance,November 16 2015,1.3.3,2.3 and up
275,Hunt Buddy BC,SPORTS,4.4,172.0,49000.0K,5000.0,Paid,2.99,Everyone,Sports,July 10 2018,1.5,4.0.3 and up
276,iHunter BC,SPORTS,4.4,55.0,63000.0K,1000.0,Paid,4.49,Everyone,Sports,August 3 2018,2.0.38,4.0.3 and up
277,iFish BC,SPORTS,3.6,25.0,6000.0K,1000.0,Paid,3.99,Everyone,Sports,February 18 2015,2.1,2.3 and up
278,Ice Crush 10.000 B.C.,FAMILY,4.4,31.0,4200.0K,100.0,Paid,0.99,Everyone,Casual,August 15 2013,1.48,2.0 and up
279,Baby Connect (activity log),PARENTING,4.7,8343.0,8300.0K,50000.0,Paid,4.99,Everyone,Parenting,July 10 2018,6.3.16,4.0.3 and up
280,Be Stronger,HEALTH_AND_FITNESS,4.8,787.0,53000.0K,1000.0,Paid,1.99,Everyone,Health & Fitness,July 31 2018,1.4.7,4.0.3 and up
281,Wolf of the BF:Commando MOBILE,GAME,3.4,32.0,27000.0K,1000.0,Paid,0.99,Everyone 10,Arcade,March 23 2017,1.00.10,4.0 and up
282,My Virtual Boyfriend,FAMILY,4.3,105.0,51000.0K,1000.0,Paid,0.99,Teen,Casual,February 17 2017,3.6,2.3.3 and up
283,Droid PRoCon BF3,TOOLS,3.5,412.0,2600.0K,5000.0,Paid,0.99,Everyone,Tools,March 12 2015,2.2,3.0 and up
284,BG Monitor Diabetes Pro,MEDICAL,4.6,87.0,2800.0K,500.0,Paid,5.99,Everyone,Medical,April 23 2017,8.0.1,4.4 and up
285,Board Game Stats: Play tracking for tabletop games,LIFESTYLE,4.6,275.0,3900.0K,5000.0,Paid,2.99,Everyone,Lifestyle,July 17 2018,2.8.3,4.1 and up
286,Baldur's Gate: Enhanced Edition,FAMILY,4.5,20101.0,7800.0K,100000.0,Paid,9.99,Teen,Role Playing,October 2 2015,1.3,3.0 and up
287,Shadow Fight 2 Special Edition,GAME,4.5,10440.0,86000.0K,50000.0,Paid,4.99,Teen,Action,May 30 2018,1.0.3,4.1 and up
288,Backgammon NJ for Android,GAME,4.4,1644.0,15000.0K,10000.0,Paid,7.99,Everyone,Board,April 5 2017,4.1,2.3.3 and up
289,CSCS BG (в български),FAMILY,2.4,7.0,2100.0K,100.0,Paid,3.99,Everyone,Education,March 23 2017,1.0,4.0.3 and up
290,Baldur's Gate II,FAMILY,4.3,5442.0,16000.0K,50000.0,Paid,9.99,Teen,Role Playing,June 28 2018,2.5.16.6,3.0 and up
291,Battleheart Legacy,FAMILY,4.6,7420.0,7400.0K,50000.0,Paid,4.99,Teen,Role Playing,November 10 2014,1.2.5,4.1 and up
292,BJ Bridge Pro 2018,GAME,4.4,17.0,4800.0K,500.0,Paid,4.49,Everyone,Card,May 21 2018,6.2-pro,4.0 and up
293,Blackjack Verite Drills,GAME,4.6,17.0,4700.0K,100.0,Paid,14.00,Teen,Casino,July 9 2017,1.1.10,3.0 and up
294,Phonics Puzzles,FAMILY,3.8,4.0,54000.0K,100.0,Paid,2.99,Everyone,Educational,August 27 2016,1.8.2,2.3 and up
295,Power Widget,TOOLS,4.2,928.0,383k,10000.0,Paid,1.99,Everyone,Tools,March 20 2014,3.4,2.2 and up
296,Chess of Blades (BL/Yaoi Game) (No VA),FAMILY,4.8,4.0,23000.0K,10.0,Paid,14.99,Teen,Casual,January 24 2018,1.03,2.3.3 and up
297,BL IP-Camera,TOOLS,4.3,15.0,1200.0K,100.0,Paid,3.99,Everyone,Tools,June 5 2014,1.3.140606,2.3 and up
298,BL Holo Theme,PERSONALIZATION,4.4,18.0,2100.0K,500.0,Paid,2.00,Everyone,Personalization,July 1 2013,1.0.3,2.1 and up
299,MEGA MAN MOBILE,GAME,4.0,267.0,40000.0K,10000.0,Paid,1.99,Everyone,Action,February 17 2017,1.02.01,4.0 and up
300,BL PowerPoint Remote,TOOLS,4.3,33.0,1000.0K,500.0,Paid,3.99,Everyone,Tools,February 25 2015,2.6.150226,2.3 and up
301,Basket Manager 2018 Pro,SPORTS,3.7,84.0,6300.0K,1000.0,Paid,2.99,Everyone,Sports,April 17 2018,3.7,4.4 and up
302,BatControl Pro,TOOLS,4.9,83.0,3100.0K,500.0,Paid,3.99,Everyone,Tools,June 1 2018,2.0.0,5.0 and up
303,Basket Manager 2016 Pro,SPORTS,4.5,117.0,4400.0K,1000.0,Paid,0.99,Everyone,Sports,February 9 2017,2.9,4.1 and up
304,Basket Manager 2017 Pro,SPORTS,4.7,163.0,4600.0K,1000.0,Paid,0.99,Everyone,Sports,October 6 2017,3.9,4.1 and up
305,New York Mysteries (Full),GAME,4.5,514.0,5900.0K,5000.0,Paid,6.99,Teen,Adventure,June 4 2018,1.0.36,4.0 and up
306,The Legacy (Full),GAME,4.6,144.0,6300.0K,1000.0,Paid,6.99,Everyone,Adventure,May 15 2018,1.0.9,4.0 and up
307,Skip-Bo™,GAME,4.4,33661.0,60000.0K,100000.0,Paid,2.99,Everyone,Card,August 3 2018,3.4.6,4.1 and up
308,Beck & Bo: Toddler First Words,FAMILY,4.3,41.0,7900.0K,1000.0,Paid,2.99,Everyone,Education;Pretend Play,May 31 2018,2.4.2,4.0.3 and up
309,Bo's Bedtime Story,FAMILY,4.2,13.0,23000.0K,1000.0,Paid,2.49,Everyone,Education;Pretend Play,December 25 2017,2.6,4.0.3 and up
310,Bo's Dinnertime Story,FAMILY,4.3,6.0,33000.0K,1000.0,Paid,2.49,Everyone,Education;Pretend Play,December 25 2017,1.5,4.0.3 and up
311,Bo's School Day,FAMILY,4.7,10.0,30000.0K,1000.0,Paid,2.99,Everyone,Education;Pretend Play,December 18 2017,1.3,4.0.3 and up
312,iBP Blood Pressure,MEDICAL,4.4,578.0,704k,10000.0,Paid,0.99,Everyone,Medical,November 30 2014,7.0.1,2.2 and up
313,Blood Pressure Companion,MEDICAL,4.2,178.0,4800.0K,1000.0,Paid,0.99,Everyone,Medical,July 22 2018,4.1.5 (Steglitz),4.1 and up
314,Infinity Dungeon VIP,FAMILY,4.3,21804.0,44000.0K,1000000.0,Paid,0.99,Everyone 10,Role Playing,July 3 2018,2.6.6,2.3 and up
315,QR Code Pro,PRODUCTIVITY,4.8,5865.0,15000.0K,100000.0,Paid,4.49,Everyone,Productivity,July 18 2018,1.0,4.1 and up
316,17th Edition Cable Sizer,BOOKS_AND_REFERENCE,4.4,47.0,1400.0K,1000.0,Paid,3.08,Everyone,Books & Reference,May 27 2016,1.22,2.2 and up
317,Little Magnet BT Pro,TOOLS,4.6,251.0,3800.0K,1000.0,Paid,0.99,Everyone,Tools,August 5 2018,4.1.4,4.2 and up
318,Battery Notifier Pro BT,TOOLS,4.7,1363.0,1600.0K,10000.0,Paid,2.59,Everyone,Tools,June 7 2017,2.5.18,1.6 and up
319,SkyTest BU/GU Lite,BUSINESS,2.9,28.0,20000.0K,500.0,Paid,17.99,Everyone,Business,October 24 2017,2.0.5,3.0 and up
320,My Budget Book,FINANCE,4.7,19784.0,7300.0K,100000.0,Paid,2.99,Everyone,Finance,June 13 2018,7.6,4.0 and up
321,BW-Go,GAME,4.8,265.0,1300.0K,1000.0,Paid,3.49,Everyone,Board,June 18 2015,4.8.1,2.3 and up
322,Watch Face BW Inter,PERSONALIZATION,3.1,112.0,8800.0K,1000.0,Paid,0.99,Everyone,Personalization,April 26 2017,2.1.7,4.3 and up
323,Beautiful Widgets Pro,PERSONALIZATION,4.2,97890.0,14000.0K,1000000.0,Paid,2.49,Everyone,Personalization,August 24 2016,5.7.8,2.3 and up
324,HD Widgets,PERSONALIZATION,4.3,58614.0,26000.0K,1000000.0,Paid,0.99,Everyone,Personalization,December 7 2016,4.3.2,4.4 and up
325,BlackCam Pro - B&W Camera,PHOTOGRAPHY,4.5,1376.0,5500.0K,100000.0,Paid,1.49,Everyone,Photography,March 26 2018,1.51,4.0 and up
326,Color Changer Pro [root],PERSONALIZATION,4.5,69.0,951k,1000.0,Paid,0.99,Everyone,Personalization,January 12 2017,1.11,4.4 and up
327,Hitman GO,FAMILY,4.6,84114.0,23000.0K,500000.0,Paid,0.99,Everyone 10,Puzzle,July 5 2018,1.13.108869,2.3.3 and up
328,Bixby Button Remapper - bxActions Pro / Coffee,TOOLS,3.9,319.0,25k,10000.0,Paid,2.99,Everyone,Tools,April 28 2017,1.00,7.0 and up
329,Bitcoin BX Thailand PRO,FINANCE,1.7,21.0,21000.0K,100.0,Paid,4.99,Everyone,Finance,October 22 2017,5.0,4.0.3 and up
330,Lollipop Launcher Plus,PERSONALIZATION,4.1,131.0,27k,1000.0,Paid,4.99,Everyone,Personalization,March 8 2015,1.0,4.0.3 and up
331,Trinomial Factoring Wizard,TOOLS,4.0,22.0,82k,1000.0,Paid,0.99,Everyone,Tools,October 10 2014,2.4,2.3 and up
332,BZ Reminder PRO,BUSINESS,4.8,726.0,5400.0K,1000.0,Paid,3.99,Everyone,Business,December 20 2017,2.3.3,4.1 and up
333,California Cop Assist CA Cop,PRODUCTIVITY,3.0,5.0,7000.0K,100.0,Paid,4.99,Everyone,Productivity,February 11 2014,1.3,2.2 and up
334,CB Frequencies,TOOLS,4.0,5.0,1400.0K,100.0,Paid,0.99,Everyone,Tools,December 24 2015,1.0,4.0.3 and up
335,Antenna Tool Premium,TOOLS,4.5,14.0,2900.0K,500.0,Paid,0.99,Everyone,Tools,October 26 2017,2.2,4.0.3 and up
336,Frequencies,TOOLS,4.2,11.0,3100.0K,500.0,Paid,0.99,Everyone,Tools,February 4 2018,1.9,4.0.3 and up
337,My Movies Pro - Movie & TV Collection Library,LIFESTYLE,4.6,6477.0,20000.0K,10000.0,Paid,7.99,Everyone,Lifestyle,July 16 2018,2.26 Build 17,4.1 and up
338,CE Map - Interactive Conan Exiles Map,MAPS_AND_NAVIGATION,4.5,62.0,1600.0K,1000.0,Paid,0.99,Everyone,Maps & Navigation,June 30 2018,1.3,4.0 and up
339,PAC-MAN CE DX,GAME,4.5,1692.0,36000.0K,10000.0,Paid,4.99,Everyone,Arcade,April 23 2018,1.1.0,4.0.3 and up
340,Theatre of the Absurd CE(Full),FAMILY,4.1,1143.0,15000.0K,10000.0,Paid,2.99,Everyone 10,Casual,May 21 2013,1.0,2.0.1 and up
341,Depths of Betrayal CE (Full),FAMILY,4.3,363.0,14000.0K,1000.0,Paid,2.99,Everyone 10,Casual,August 19 2013,1.0.0,2.3 and up
342,CF-Bench Pro,TOOLS,4.6,159.0,29k,1000.0,Paid,1.49,Everyone,Tools,June 23 2011,1.1,1.6 and up
343,Next Launcher 3D Bold-CF Theme,PERSONALIZATION,4.4,175.0,5500.0K,1000.0,Paid,0.99,Everyone,Personalization,January 11 2014,1.042,2.2 and up
344,Ultimate Public Campgrounds (Over 37100 in US&CA),TRAVEL_AND_LOCAL,4.7,213.0,6100.0K,5000.0,Paid,3.99,Everyone,Travel & Local,August 5 2018,1.8.8.0,4.4 and up
345,FAV KWGT,PERSONALIZATION,4.9,88.0,66000.0K,1000.0,Paid,0.99,Everyone,Personalization,July 26 2018,8.0,5.0 and up
346,boattheory.ch Full 2018,FAMILY,4.7,54.0,50000.0K,1000.0,Paid,19.40,Everyone,Education,November 18 2017,3.1.2,4.2 and up
347,DRAGON QUEST IV,FAMILY,4.7,1647.0,16000.0K,10000.0,Paid,14.99,Everyone,Role Playing,February 28 2017,1.0.5,2.3 and up
348,Pixxy KWGT,PERSONALIZATION,4.8,60.0,78000.0K,1000.0,Paid,0.99,Everyone,Personalization,July 29 2018,4.0.1,5.0 and up
