,App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver
888,Weight Loss Running by Verv,HEALTH_AND_FITNESS,4.5,27396,59M,"1,000,000+",Free,0,Mature 17+,Health & Fitness,"July 16, 2018",6.5.3,4.1 and up
889,Sworkit: Workouts & Fitness Plans,HEALTH_AND_FITNESS,4.6,109756,78M,"5,000,000+",Free,0,Everyone,Health & Fitness,"August 1, 2018",8.2.0,4.0.3 and up
890,Map My Fitness Workout Trainer,HEALTH_AND_FITNESS,4.4,38343,55M,"1,000,000+",Free,0,Everyone,Health & Fitness,"July 27, 2018",18.7.1,5.0 and up
891,8fit Workouts & Meal Planner,HEALTH_AND_FITNESS,4.6,115721,67M,"10,000,000+",Free,0,Everyone,Health & Fitness,"July 11, 2018",3.5.0,5.0 and up
892,Daily Yoga - Yoga Fitness Plans,HEALTH_AND_FITNESS,4.4,70769,35M,"5,000,000+",Free,0,Everyone,Health & Fitness,"July 24, 2018",6.2.73,4.0 and up
893,Relax Meditation: Sleep with Sleep Sounds,HEALTH_AND_FITNESS,4.4,26540,43M,"1,000,000+",Free,0,Everyone,Health & Fitness,"February 9, 2017",2.5.1,4.0.3 and up
894,Free Meditation - Take a Break,HEALTH_AND_FITNESS,4.2,1608,39M,"100,000+",Free,0,Everyone,Health & Fitness,"July 28, 2016",6.7,2.3.3 and up
895,Meditate OM,HEALTH_AND_FITNESS,4.5,19074,4.2M,"1,000,000+",Free,0,Everyone,Health & Fitness,"January 17, 2018",16.0,4.0 and up
896,Yoga - Track Yoga,HEALTH_AND_FITNESS,4.5,7976,44M,"500,000+",Free,0,Everyone,Health & Fitness,"July 9, 2018",7.0,4.0.3 and up
897,My Chakra Meditation,HEALTH_AND_FITNESS,4.4,7586,45M,"500,000+",Free,0,Everyone,Health & Fitness,"April 10, 2018",1.0.6,2.3.3 and up
898,"Meditation Music - Relax, Yoga",HEALTH_AND_FITNESS,4.6,48226,28M,"1,000,000+",Free,0,Everyone,Health & Fitness,"March 5, 2018",3.1.9,4.0.3 and up
899,Meditation Studio,HEALTH_AND_FITNESS,4.6,1026,29M,"10,000+",Paid,$3.99,Everyone,Health & Fitness,"May 15, 2018",1.0.6,4.3 and up
900,Down Dog: Great Yoga Anywhere,HEALTH_AND_FITNESS,4.9,28945,12M,"500,000+",Free,0,Teen,Health & Fitness,"May 17, 2018",2.6.1,4.2 and up
901,21-Day Meditation Experience,HEALTH_AND_FITNESS,4.4,11506,15M,"100,000+",Free,0,Everyone,Health & Fitness,"August 2, 2018",3.0.0,4.1 and up
902,My Chakra Meditation 2,HEALTH_AND_FITNESS,4.3,1288,31M,"100,000+",Free,0,Everyone,Health & Fitness,"April 10, 2018",2.0.4,2.3.3 and up
903,Simple Habit Meditation,HEALTH_AND_FITNESS,4.7,11689,20M,"500,000+",Free,0,Everyone,Health & Fitness,"July 27, 2018",1.29.15,4.4 and up
904,Headspace: Meditation & Mindfulness,HEALTH_AND_FITNESS,4.6,77563,39M,"10,000,000+",Free,0,Everyone,Health & Fitness,"July 23, 2018",3.6.4,4.2 and up
905,Yoga Studio: Mind & Body,HEALTH_AND_FITNESS,4.3,5499,94M,"100,000+",Free,0,Everyone,Health & Fitness,"July 23, 2018",2.0.16,4.1 and up
906,Daily Yoga - Yoga Fitness Plans,HEALTH_AND_FITNESS,4.4,70769,35M,"5,000,000+",Free,0,Everyone,Health & Fitness,"July 24, 2018",6.2.73,4.0 and up
907,My Cycles Period and Ovulation,HEALTH_AND_FITNESS,4.3,26652,41M,"1,000,000+",Free,0,Everyone,Health & Fitness,"May 4, 2018",2.3.3,4.0.3 and up
908,I’m Expecting - Pregnancy App,HEALTH_AND_FITNESS,4.6,71269,49M,"1,000,000+",Free,0,Everyone,Health & Fitness,"March 30, 2018",2.3.2,4.0.3 and up
909,The Bump Pregnancy Tracker,HEALTH_AND_FITNESS,4.6,20301,22M,"1,000,000+",Free,0,Everyone,Health & Fitness,"May 16, 2018",3.22,4.3 and up
910,Best Ovulation Tracker Fertility Calendar App Glow,HEALTH_AND_FITNESS,4.6,56145,23M,"1,000,000+",Free,0,Everyone,Health & Fitness,"August 1, 2018",7.3.4-play,5.0 and up
911,"Eve Period Tracker - Love, Sex & Relationships App",HEALTH_AND_FITNESS,4.6,20326,28M,"1,000,000+",Free,0,Teen,Health & Fitness,"August 4, 2018",2.9.18,4.1 and up
912,Fertility Friend Ovulation App,HEALTH_AND_FITNESS,4.5,12955,7.2M,"1,000,000+",Free,0,Teen,Health & Fitness,"June 27, 2018",10.24,4.4 and up
913,Pregnancy Tracker,HEALTH_AND_FITNESS,4.1,2681,6.5M,"500,000+",Free,0,Everyone,Health & Fitness,"February 10, 2018",37,4.0.3 and up
914,"Spot On Period, Birth Control, & Cycle Tracker",HEALTH_AND_FITNESS,4.6,4102,24M,"500,000+",Free,0,Everyone 10+,Health & Fitness,"July 19, 2018",2.6.1,4.2 and up
915,Period Tracker Clue: Period and Ovulation Tracker,HEALTH_AND_FITNESS,4.8,570242,20M,"10,000,000+",Free,0,Everyone,Health & Fitness,"August 2, 2018",5.0.2,4.1 and up
916,WomanLog Calendar,HEALTH_AND_FITNESS,4.5,121838,15M,"5,000,000+",Free,0,Everyone,Health & Fitness,"May 23, 2018",5.5.1,4.0.3 and up
917,Map My Hike GPS Hiking,HEALTH_AND_FITNESS,4.4,12858,55M,"500,000+",Free,0,Everyone,Health & Fitness,"July 27, 2018",18.7.1,5.0 and up
918,Runtastic Mountain Bike GPS Tracker,HEALTH_AND_FITNESS,4.5,50679,38M,"1,000,000+",Free,0,Everyone,Health & Fitness,"August 1, 2018",3.6.2,4.4 and up
919,"AllTrails: Hiking, Running & Mountain Bike Trails",HEALTH_AND_FITNESS,4.3,16943,32M,"1,000,000+",Free,0,Everyone,Health & Fitness,"July 30, 2018",8.8.14,4.4 and up
920,Tracks,HEALTH_AND_FITNESS,4.6,623,40M,"50,000+",Free,0,Everyone 10+,Health & Fitness,"July 17, 2017",1.2.3,4.0.3 and up
921,Weight Loss Running by Verv,HEALTH_AND_FITNESS,4.5,27396,59M,"1,000,000+",Free,0,Mature 17+,Health & Fitness,"July 16, 2018",6.5.3,4.1 and up
922,"Technutri - calorie counter, diet and carb tracker",HEALTH_AND_FITNESS,4.4,70416,23M,"5,000,000+",Free,0,Everyone,Health & Fitness,"July 27, 2018",3.19.4,4.1 and up
923,Couch to 5K by RunDouble,HEALTH_AND_FITNESS,4.7,15674,6.1M,"1,000,000+",Free,0,Everyone,Health & Fitness,"July 31, 2018",4.5.4,4.1 and up
924,Weight Watchers Mobile,HEALTH_AND_FITNESS,4.2,270294,58M,"5,000,000+",Free,0,Everyone,Health & Fitness,"July 31, 2018",6.15.0,4.1 and up
925,Walk with Map My Walk,HEALTH_AND_FITNESS,4.5,144050,55M,"5,000,000+",Free,0,Everyone,Health & Fitness,"July 27, 2018",18.7.1,5.0 and up
926,Run with Map My Run,HEALTH_AND_FITNESS,4.5,183669,57M,"5,000,000+",Free,0,Everyone,Health & Fitness,"July 27, 2018",18.7.1,5.0 and up
927,Nike Training Club - Workouts & Fitness Plans,HEALTH_AND_FITNESS,4.6,251534,93M,"10,000,000+",Free,0,Everyone,Health & Fitness,"July 18, 2018",5.14.0,5.0 and up
928,Fitbit Coach,HEALTH_AND_FITNESS,4.6,28951,60M,"1,000,000+",Free,0,Everyone,Health & Fitness,"July 16, 2018",4.4,4.4 and up
929,Calorie Counter - MyNetDiary,HEALTH_AND_FITNESS,4.5,27439,19M,"1,000,000+",Free,0,Everyone,Health & Fitness,"July 16, 2018",6.5.1,5.0 and up
930,10 Best Foods for You,HEALTH_AND_FITNESS,4.0,2490,3.8M,"500,000+",Free,0,Everyone 10+,Health & Fitness,"February 17, 2017",1.9,2.3.3 and up
931,MyPlate Calorie Tracker,HEALTH_AND_FITNESS,4.6,24094,18M,"1,000,000+",Free,0,Everyone,Health & Fitness,"July 9, 2018",3.3.0(1),4.1 and up
932,My Diet Diary Calorie Counter,HEALTH_AND_FITNESS,4.1,18539,57M,"1,000,000+",Free,0,Everyone,Health & Fitness,"July 30, 2018",1.11.4,4.0.3 and up
933,Calorie Counter - Macros,HEALTH_AND_FITNESS,4.0,3061,5.5M,"100,000+",Free,0,Everyone,Health & Fitness,"August 27, 2016",2.3.4,5.0 and up
934,Weight Loss Tracker - RecStyle,HEALTH_AND_FITNESS,4.4,20547,5.7M,"1,000,000+",Free,0,Everyone,Health & Fitness,"November 29, 2017",3.2.7,4.1 and up
935,Lark - 24/7 Health Coach,HEALTH_AND_FITNESS,4.1,3405,51M,"100,000+",Free,0,Everyone,Health & Fitness,"July 25, 2018",4.5.1.123,4.4 and up
936,MealLogger-Photo Food Journal,HEALTH_AND_FITNESS,3.5,217,9.4M,"50,000+",Free,0,Teen,Health & Fitness,"August 23, 2017",4.6.2,4.0.3 and up
937,Health and Nutrition Guide,HEALTH_AND_FITNESS,4.3,7895,3.3M,"500,000+",Free,0,Everyone,Health & Fitness,"July 15, 2018",3.3,4.0 and up
938,Food Calorie Calculator,HEALTH_AND_FITNESS,4.2,1324,4.0M,"100,000+",Free,0,Everyone,Health & Fitness,"January 29, 2018",10.2.0,4.0 and up
939,Calorie Counter - MyNetDiary,HEALTH_AND_FITNESS,4.5,27439,19M,"1,000,000+",Free,0,Everyone,Health & Fitness,"July 16, 2018",6.5.1,5.0 and up
940,10 Best Foods for You,HEALTH_AND_FITNESS,4.0,2490,3.8M,"500,000+",Free,0,Everyone 10+,Health & Fitness,"February 17, 2017",1.9,2.3.3 and up
941,Monitor Your Weight,HEALTH_AND_FITNESS,4.5,126017,4.3M,"5,000,000+",Free,0,Everyone,Health & Fitness,"July 5, 2018",4.9.8.1,4.0 and up
942,MyPlate Calorie Tracker,HEALTH_AND_FITNESS,4.6,24094,18M,"1,000,000+",Free,0,Everyone,Health & Fitness,"July 9, 2018",3.3.0(1),4.1 and up
943,Weight Loss Tracker - RecStyle,HEALTH_AND_FITNESS,4.4,20547,5.7M,"1,000,000+",Free,0,Everyone,Health & Fitness,"November 29, 2017",3.2.7,4.1 and up
944,Eat Fit - Diet and Health Free,HEALTH_AND_FITNESS,4.1,2469,3.6M,"100,000+",Free,0,Everyone,Health & Fitness,"July 23, 2014",1.0.9,2.3 and up
945,Calorie Counter - Macros,HEALTH_AND_FITNESS,4.0,3061,5.5M,"100,000+",Free,0,Everyone,Health & Fitness,"August 27, 2016",2.3.4,5.0 and up
946,My Diet Diary Calorie Counter,HEALTH_AND_FITNESS,4.1,18539,57M,"1,000,000+",Free,0,Everyone,Health & Fitness,"July 30, 2018",1.11.4,4.0.3 and up
947,Lark - 24/7 Health Coach,HEALTH_AND_FITNESS,4.1,3405,51M,"100,000+",Free,0,Everyone,Health & Fitness,"July 25, 2018",4.5.1.123,4.4 and up
948,Weight Watchers Mobile,HEALTH_AND_FITNESS,4.2,270294,58M,"5,000,000+",Free,0,Everyone,Health & Fitness,"July 31, 2018",6.15.0,4.1 and up
949,MealLogger-Photo Food Journal,HEALTH_AND_FITNESS,3.5,217,9.4M,"50,000+",Free,0,Teen,Health & Fitness,"August 23, 2017",4.6.2,4.0.3 and up
950,Health and Nutrition Guide,HEALTH_AND_FITNESS,4.3,7895,3.3M,"500,000+",Free,0,Everyone,Health & Fitness,"July 15, 2018",3.3,4.0 and up
951,Food Calorie Calculator,HEALTH_AND_FITNESS,4.2,1324,4.0M,"100,000+",Free,0,Everyone,Health & Fitness,"January 29, 2018",10.2.0,4.0 and up
952,Self Healing,HEALTH_AND_FITNESS,4.5,14394,9.9M,"500,000+",Free,0,Everyone,Health & Fitness,"July 16, 2017",Public.Heal,4.0.3 and up
953,Relax Meditation: Sleep with Sleep Sounds,HEALTH_AND_FITNESS,4.4,26540,43M,"1,000,000+",Free,0,Everyone,Health & Fitness,"February 9, 2017",2.5.1,4.0.3 and up
954,Happify,HEALTH_AND_FITNESS,3.7,1812,37M,"100,000+",Free,0,Everyone,Health & Fitness,"July 24, 2018",1.31.0-15160.950adac99,4.4 and up
955,Relaxing Sounds,HEALTH_AND_FITNESS,4.6,4642,40M,"100,000+",Free,0,Everyone,Health & Fitness,"March 11, 2017",1.92,4.1 and up
956,White Sound Pro,HEALTH_AND_FITNESS,4.7,16570,73M,"500,000+",Free,0,Everyone,Health & Fitness,"July 29, 2018",4.8.0,4.4 and up
957,"Meditation Music - Relax, Yoga",HEALTH_AND_FITNESS,4.6,48226,28M,"1,000,000+",Free,0,Everyone,Health & Fitness,"March 5, 2018",3.1.9,4.0.3 and up
958,Self-help Anxiety Management,HEALTH_AND_FITNESS,4.0,2894,23M,"500,000+",Free,0,Everyone 10+,Health & Fitness,"February 22, 2017",1.2.6,4.0.3 and up
959,Brain Waves - Binaural Beats,HEALTH_AND_FITNESS,4.4,5038,10M,"500,000+",Free,0,Everyone,Health & Fitness,"July 15, 2018",5.2,4.4 and up
960,21-Day Meditation Experience,HEALTH_AND_FITNESS,4.4,11506,15M,"100,000+",Free,0,Everyone,Health & Fitness,"August 2, 2018",3.0.0,4.1 and up
961,Prana Breath: Calm & Meditate,HEALTH_AND_FITNESS,4.8,31665,8.4M,"1,000,000+",Free,0,Everyone,Health & Fitness,"July 19, 2018",8.2.0_8,4.0 and up
962,"Fabulous: Motivate Me! Meditate, Relax, Sleep",HEALTH_AND_FITNESS,4.6,205299,31M,"5,000,000+",Free,0,Everyone,Health & Fitness,"July 16, 2018",3.48,4.1 and up
963,White Noise Lite,HEALTH_AND_FITNESS,4.4,57634,41M,"1,000,000+",Free,0,Everyone,Health & Fitness,"June 25, 2018",7.4,4.1 and up
964,Simple Habit Meditation,HEALTH_AND_FITNESS,4.7,11689,20M,"500,000+",Free,0,Everyone,Health & Fitness,"July 27, 2018",1.29.15,4.4 and up
965,Headspace: Meditation & Mindfulness,HEALTH_AND_FITNESS,4.6,77563,39M,"10,000,000+",Free,0,Everyone,Health & Fitness,"July 23, 2018",3.6.4,4.2 and up
966,Daily Yoga - Yoga Fitness Plans,HEALTH_AND_FITNESS,4.4,70769,35M,"5,000,000+",Free,0,Everyone,Health & Fitness,"July 24, 2018",6.2.73,4.0 and up
967,Zillow: Find Houses for Sale & Apartments for Rent,HOUSE_AND_HOME,4.5,417907,34M,"10,000,000+",Free,0,Everyone,House & Home,"August 1, 2018",9.8.1.7425,4.4 and up
968,"Viva Decora - Decoration, Photos, Architecture, House",HOUSE_AND_HOME,4.8,3167,7.5M,"100,000+",Free,0,Everyone,House & Home,"August 3, 2018",2.0.0,5.0 and up
969,Realtor.com Real Estate: Homes for Sale and Rent,HOUSE_AND_HOME,4.5,162243,12M,"10,000,000+",Free,0,Everyone,House & Home,"July 26, 2018",8.18,4.0.3 and up
970,Real Estate sale & rent Trovit,HOUSE_AND_HOME,4.1,65913,7.7M,"5,000,000+",Free,0,Everyone,House & Home,"July 16, 2018",4.47.3,4.0.3 and up
971,"591 housing transactions - renting houses, middle-class houses, new cases, real-time registration, villas through the sky, apartment suites, MRT, buying a house selling prices, housing mortgages",HOUSE_AND_HOME,4.1,24977,21M,"1,000,000+",Free,0,Everyone,House & Home,"August 1, 2018",3.5.9,4.0.3 and up
972,"Homes.com 🏠 For Sale, Rent",HOUSE_AND_HOME,4.0,6000,18M,"1,000,000+",Free,0,Everyone,House & Home,"July 28, 2018",9.6.8,4.1 and up
973,"CYANOGEN. Rent, buy an apartment, a room, a cottage 3+",HOUSE_AND_HOME,4.3,37711,40M,"1,000,000+",Free,0,Everyone,House & Home,"July 31, 2018",2.51.0,4.4 and up
974,Good room network fast rent,HOUSE_AND_HOME,3.7,2758,8.6M,"500,000+",Free,0,Everyone,House & Home,"June 25, 2018",4.2.3,4.0 and up
975,LIFULL HOME'S,HOUSE_AND_HOME,4.2,7573,18M,"1,000,000+",Free,0,Everyone,House & Home,"July 25, 2018",8.2.1,4.2 and up
976,"Apartment List: Housing, Apt, and Property Rentals",HOUSE_AND_HOME,4.5,8481,7.5M,"1,000,000+",Free,0,Everyone,House & Home,"August 3, 2018",2.1.0,5.0 and up
977,Gold Butterfly Keyboard Theme,HOUSE_AND_HOME,4.3,10054,9.1M,"1,000,000+",Free,0,Everyone,House & Home,"July 12, 2018",6.7.12.2018,4.0.3 and up
978,"Apartment, Home Rental Search: Realtor.com Rentals",HOUSE_AND_HOME,3.9,10117,13M,"1,000,000+",Free,0,Everyone,House & Home,"June 29, 2018",3.6,4.0.3 and up
979,591 Housing Trading - Hong Kong,HOUSE_AND_HOME,4.3,3522,15M,"100,000+",Free,0,Everyone,House & Home,"August 2, 2018",3.10.8,4.0 and up
980,Redfin Real Estate,HOUSE_AND_HOME,4.6,36857,19M,"1,000,000+",Free,0,Everyone,House & Home,"July 25, 2018",220.0,5.0 and up
981,DaBang - Rental Homes in Korea,HOUSE_AND_HOME,4.4,23013,26M,"5,000,000+",Free,0,Everyone,House & Home,"July 17, 2018",3.2.4,4.1 and up
982,DIY On A Budget,HOUSE_AND_HOME,4.7,114,8.3M,"10,000+",Free,0,Teen,House & Home,"February 18, 2018",2.1,4.1 and up
983,Free Foreclosure Real Estate Search by USHUD.com,HOUSE_AND_HOME,3.4,287,27M,"100,000+",Free,0,Everyone,House & Home,"May 29, 2018",2.4.2,4.4 and up
984,Mortgage by Zillow: Calculator & Rates,HOUSE_AND_HOME,4.3,4435,7.9M,"500,000+",Free,0,Everyone,House & Home,"March 2, 2016",2.6.0.287,4.0 and up
985,Room planner: Interior & Floorplan Design for IKEA,HOUSE_AND_HOME,4.0,4281,27M,"100,000+",Free,0,Everyone,House & Home,"August 5, 2018",858,4.0.3 and up
986,Rent.com Apartment Homes,HOUSE_AND_HOME,4.0,7508,5.1M,"1,000,000+",Free,0,Everyone,House & Home,"July 9, 2018",7.9.0,5.0 and up
987,Good house to buy a house,HOUSE_AND_HOME,3.8,491,15M,"100,000+",Free,0,Everyone,House & Home,"July 25, 2018",2.6.0,4.0.3 and up
988,Apartments.com Rental Search,HOUSE_AND_HOME,4.3,22584,16M,"1,000,000+",Free,0,Everyone,House & Home,"July 16, 2018",4.7.13,4.4 and up
989,Hemnet,HOUSE_AND_HOME,3.6,4087,9.2M,"500,000+",Free,0,Everyone,House & Home,"July 16, 2018",4.3.0,4.1 and up
990,House app: beautiful everyday ~,HOUSE_AND_HOME,4.6,2669,10M,"500,000+",Free,0,Teen,House & Home,"August 3, 2018",2.0.6.9,4.1 and up
991,"N1.RU - Real estate: apartments, new buildings, lodging",HOUSE_AND_HOME,4.5,7619,13M,"100,000+",Free,0,Everyone,House & Home,"July 12, 2018",1.22.0,4.0.3 and up
992,Ruler,HOUSE_AND_HOME,4.7,126,1.9M,"10,000+",Free,0,Everyone,House & Home,"August 21, 2017",1.0,4.0 and up
993,Home Decor Showpiece Art making: Medium Difficulty,HOUSE_AND_HOME,4.3,273,7.0M,"50,000+",Free,0,Everyone,House & Home,"May 30, 2018",1.2,4.0.3 and up
994,"乐屋网: Buying a house, selling a house, renting a house",HOUSE_AND_HOME,3.7,2248,15M,"100,000+",Free,0,Everyone,House & Home,"August 3, 2018",v3.1.1,4.0 and up
995,iProperty Malaysia,HOUSE_AND_HOME,4.2,809,7.8M,"100,000+",Free,0,Everyone,House & Home,"July 25, 2018",1.6.1.2,4.0 and up
996,ColorSnap® Visualizer,HOUSE_AND_HOME,3.4,3280,77M,"1,000,000+",Free,0,Everyone,House & Home,"June 29, 2018",5.0.1,4.0.3 and up
997,Apartment Decorating Ideas,HOUSE_AND_HOME,3.9,1478,5.7M,"100,000+",Free,0,Everyone,House & Home,"March 13, 2015",1.2,3.0 and up
998,Bedroom Decorating Ideas,HOUSE_AND_HOME,4.0,2382,5.9M,"500,000+",Free,0,Everyone,House & Home,"April 7, 2015",1.7,3.0 and up
999,Room Painting Ideas,HOUSE_AND_HOME,4.0,4450,7.6M,"1,000,000+",Free,0,Everyone,House & Home,"March 17, 2015",1.7,3.0 and up
1000,Kitchen Island Ideas,HOUSE_AND_HOME,4.0,515,5.8M,"50,000+",Free,0,Everyone,House & Home,"May 30, 2015",1.5,3.0 and up
1001,Living Room Decorating Ideas,HOUSE_AND_HOME,4.0,4465,5.8M,"1,000,000+",Free,0,Everyone,House & Home,"March 6, 2015",1.7,3.0 and up
1002,Bathroom Decorating Ideas,HOUSE_AND_HOME,4.1,2427,5.3M,"500,000+",Free,0,Everyone,House & Home,"March 12, 2015",1.4,3.0 and up
1003,Wall Decorating Ideas,HOUSE_AND_HOME,3.9,6631,5.5M,"1,000,000+",Free,0,Everyone,House & Home,"March 11, 2015",1.5,3.0 and up
1004,Zumper - Apartment Rental Finder,HOUSE_AND_HOME,4.4,11200,25M,"1,000,000+",Free,0,Everyone,House & Home,"July 16, 2018",4.5.15,5.0 and up
1005,RadPad: Apartment Finder App,HOUSE_AND_HOME,4.4,6896,35M,"500,000+",Free,0,Everyone,House & Home,"August 30, 2017",1.7.3,4.1 and up
1006,Mortgage by Zillow: Calculator & Rates,HOUSE_AND_HOME,4.3,4435,7.9M,"500,000+",Free,0,Everyone,House & Home,"March 2, 2016",2.6.0.287,4.0 and up
1007,Redfin Real Estate,HOUSE_AND_HOME,4.6,36857,19M,"1,000,000+",Free,0,Everyone,House & Home,"July 25, 2018",220.0,5.0 and up
1008,"Apartment List: Housing, Apt, and Property Rentals",HOUSE_AND_HOME,4.5,8481,7.5M,"1,000,000+",Free,0,Everyone,House & Home,"August 3, 2018",2.1.0,5.0 and up
1009,Realtor.com Real Estate: Homes for Sale and Rent,HOUSE_AND_HOME,4.5,162243,12M,"10,000,000+",Free,0,Everyone,House & Home,"July 26, 2018",8.18,4.0.3 and up
1010,Zillow: Find Houses for Sale & Apartments for Rent,HOUSE_AND_HOME,4.5,417907,34M,"10,000,000+",Free,0,Everyone,House & Home,"August 1, 2018",9.8.1.7425,4.4 and up
1011,Homesnap Real Estate & Rentals,HOUSE_AND_HOME,4.3,3834,30M,"500,000+",Free,0,Everyone,House & Home,"July 31, 2018",5.20.38,4.2 and up
1012,Apartments.com Rental Search,HOUSE_AND_HOME,4.3,22584,16M,"1,000,000+",Free,0,Everyone,House & Home,"July 16, 2018",4.7.13,4.4 and up
1013,Trulia Mortgage Calculators,HOUSE_AND_HOME,4.1,81,16M,"50,000+",Free,0,Everyone,House & Home,"February 16, 2018",2.1.0,4.4 and up
1014,Quotes,LIBRARIES_AND_DEMO,4.4,58,15M,"10,000+",Free,0,Everyone,Libraries & Demo,"July 6, 2018",1.0,4.0.3 and up
1015,Best New Ringtones 2018 Free 🔥 For Android™,LIBRARIES_AND_DEMO,4.6,3014,21M,"100,000+",Free,0,Everyone,Libraries & Demo,"June 27, 2018",1.1,5.0 and up
1016,SUDOKU,LIBRARIES_AND_DEMO,4.1,923,4.3M,"100,000+",Free,0,Everyone,Libraries & Demo,"October 15, 2015",3.1,2.3 and up
1017,Aviary Effects: Classic,LIBRARIES_AND_DEMO,3.8,67007,232k,"5,000,000+",Free,0,Everyone,Libraries & Demo,"March 6, 2013",1.2.0,2.2 and up
1018,Chakra Cleansing,LIBRARIES_AND_DEMO,4.6,539,99M,"50,000+",Free,0,Everyone,Libraries & Demo,"August 2, 2018",7.0,4.0.3 and up
1019,Aviary Stickers: Free Pack,LIBRARIES_AND_DEMO,3.5,126862,624k,"10,000,000+",Free,0,Everyone,Libraries & Demo,"January 17, 2012",1.0,2.2 and up
1020,Call Recorder,LIBRARIES_AND_DEMO,4.7,48,6.9M,"1,000+",Free,0,Everyone,Libraries & Demo,"May 25, 2018",1.7.2.10,4.0 and up
1021,Pink Water Sakura Keyboard Theme,LIBRARIES_AND_DEMO,4.3,1465,7.0M,"100,000+",Free,0,Everyone,Libraries & Demo,"July 9, 2018",6.7.5,4.0.3 and up
1022,auto Call Recorder 2018,LIBRARIES_AND_DEMO,4.5,929,7.0M,"50,000+",Free,0,Everyone,Libraries & Demo,"February 16, 2018",1.02.2018.11,4.0 and up
1023,converter video to mp3,LIBRARIES_AND_DEMO,4.4,783,6.4M,"100,000+",Free,0,Everyone,Libraries & Demo,"June 10, 2017",1.6,2.2 and up
1024,chicken song,LIBRARIES_AND_DEMO,4.3,434,16M,"100,000+",Free,0,Everyone,Libraries & Demo,"June 6, 2018",6.0.0,2.3 and up
1025,Binaural Beats Meditation,LIBRARIES_AND_DEMO,4.3,411,95M,"50,000+",Free,0,Everyone,Libraries & Demo,"June 8, 2018",5.0,4.0.3 and up
1026,Essential Resources,LIBRARIES_AND_DEMO,4.6,237,8.5k,"50,000+",Free,0,Everyone,Libraries & Demo,"September 27, 2017",1.02,7.1 and up
1027,MOMOLAND BBoom BBoom,LIBRARIES_AND_DEMO,4.6,2580,20M,"100,000+",Free,0,Everyone,Libraries & Demo,"March 8, 2018",2.0,2.3 and up
1028,Cardboard,LIBRARIES_AND_DEMO,4.2,130272,50M,"10,000,000+",Free,0,Everyone,Libraries & Demo,"March 14, 2016",1.8,4.1 and up
1029,Bird Sounds & Bird Ringtones for Free 2018,LIBRARIES_AND_DEMO,4.6,130,12M,"10,000+",Free,0,Everyone,Libraries & Demo,"February 23, 2018",1.0,4.0.3 and up
1030,Top Popular Ringtones 2018 Free 🔥,LIBRARIES_AND_DEMO,4.4,7396,22M,"500,000+",Free,0,Everyone,Libraries & Demo,"July 6, 2018",5.28,4.0.3 and up
1031,Wifi Connect Library,LIBRARIES_AND_DEMO,3.9,58055,41k,"5,000,000+",Free,0,Everyone,Libraries & Demo,"November 7, 2016",2.0.3,1.5 and up
1032,Super Funny Ringtones 2018 🔔,LIBRARIES_AND_DEMO,4.5,1703,22M,"100,000+",Free,0,Everyone,Libraries & Demo,"March 1, 2018",3.1,4.0.3 and up
1033,Apk Installer,LIBRARIES_AND_DEMO,3.8,7750,292k,"1,000,000+",Free,0,Everyone,Libraries & Demo,"June 29, 2011",1.0,1.6 and up
1034,SAMSUNG RETAILMODE 2018,LIBRARIES_AND_DEMO,4.3,6,5.5M,"10,000+",Free,0,Everyone,Libraries & Demo,"August 3, 2018",8.0.20180212,4.2 and up
1035,Eternal life,LIBRARIES_AND_DEMO,5.0,26,2.5M,"1,000+",Free,0,Everyone,Libraries & Demo,"May 24, 2018",1.0,1.6 and up
1036,V380s,LIBRARIES_AND_DEMO,3.2,1919,8.1M,"500,000+",Free,0,Everyone,Libraries & Demo,"July 11, 2018",5.9.1,4.1 and up
1037,Cool Popular Ringtones 2018 🔥,LIBRARIES_AND_DEMO,4.5,60170,28M,"1,000,000+",Free,0,Everyone,Libraries & Demo,"July 13, 2018",2.4,5.0 and up
1038,Blackpink as if it's your last,LIBRARIES_AND_DEMO,4.7,831,24M,"100,000+",Free,0,Everyone,Libraries & Demo,"February 20, 2018",8.0,2.3 and up
1039,Wifi Test,LIBRARIES_AND_DEMO,4.0,8671,3.1M,"1,000,000+",Free,0,Everyone,Libraries & Demo,"July 3, 2018",3.6,4.0 and up
1040,Ayyush wih wih new without Net,LIBRARIES_AND_DEMO,3.8,912,13M,"500,000+",Free,0,Everyone,Libraries & Demo,"January 9, 2018",2.0.0,2.3 and up
1041,Girls Nancy Ajram Without Net,LIBRARIES_AND_DEMO,4.7,2639,19M,"500,000+",Free,0,Everyone,Libraries & Demo,"December 11, 2017",6.0,2.3 and up
1042,R M Lock Screen,LIBRARIES_AND_DEMO,4.5,399,9.5M,"100,000+",Free,0,Everyone,Libraries & Demo,"May 22, 2018",1.1,4.0.3 and up
1043,Barcode Scanner,LIBRARIES_AND_DEMO,4.2,3945,9.4M,"500,000+",Free,0,Everyone,Libraries & Demo,"January 9, 2018",4.2.2,3.2 and up
1044,New Ringtones 2018,LIBRARIES_AND_DEMO,4.1,3781,36M,"1,000,000+",Free,0,Everyone,Libraries & Demo,"April 15, 2018",1.8,4.0 and up
